Nr,P1,P2,P3,P4
7877,178,497,1079,504
7878,560,560,1012,715
7879,333,554,1346,726
7880,558,424,1239,650
7881,745,510,1280,404
7882,764,509,1026,660
7883,161,591,1110,720
7884,326,405,1010,659
7885,538,589,1370,508
7886,804,432,1153,481
7887,228,536,1304,745
7888,742,559,1016,731
7889,514,415,1223,656
7890,741,453,1312,531
7891,60,476,1100,551
7892,505,542,1225,684
7893,325,687,1315,719
7894,520,303,1142,434
7895,587,602,1105,444
7896,461,565,1329,582
7897,369,608,1374,709
7898,936,617,1165,667
7899,126,531,1221,599
7900,939,559,1135,700
7901,943,489,1273,574
7902,972,534,1287,581
7903,114,471,1313,503
7904,568,492,1049,516
7905,265,422,1085,555
7906,462,411,1088,570
7907,569,525,1262,694
7908,346,354,1089,601
7909,591,439,1009,640
7910,454,500,1393,669
7911,820,482,1337,716
7912,910,563,1332,658
7913,513,553,1047,637
7914,886,490,1297,662
7915,593,410,1315,471
7916,457,323,1404,536
7917,62,602,1116,468
7918,169,392,1341,519
7919,175,502,1359,446
7920,519,490,1320,643
7921,164,603,1045,585
7922,79,650,1086,674
7923,971,489,1121,686
7924,859,563,1242,631
7925,578,503,1116,748
7926,890,462,1064,494
7927,482,424,1048,662
7928,67,475,1001,617
7929,450,618,1299,474
7930,66,654,1129,745
7931,382,554,1112,545
7932,71,587,1158,575
7933,256,496,1113,709
7934,902,433,1225,710
7935,125,554,1134,635
7936,621,516,1265,628
7937,971,502,1321,488
7938,481,630,1410,502
7939,279,422,1033,625
7940,48,593,1020,681
7941,1,532,1346,497
7942,927,509,1420,704
7943,542,261,1186,717
7944,983,589,1228,735
7945,561,591,1423,642
7946,466,561,1157,585
7947,262,510,1319,674
7948,500,629,1270,649
7949,900,494,1340,493
7950,19,476,1313,471
7951,78,464,1009,720
7952,156,625,1241,534
7953,41,480,1103,486
7954,108,430,1044,497
7955,246,446,1030,586
7956,689,499,1365,736
7957,435,723,1163,550
7958,643,495,1454,687
7959,79,588,1355,690
7960,714,499,1086,589
7961,284,507,1158,538
7962,780,560,1071,661
7963,898,448,1065,640
7964,633,574,1391,568
7965,78,449,1294,506
7966,408,514,1065,725
7967,869,419,1063,530
7968,106,441,1098,468
7969,295,468,1105,712
7970,957,582,1282,719
7971,110,689,1121,730
7972,844,419,1104,504
7973,87,523,1452,603
7974,195,401,1203,701
7975,475,535,1176,652
7976,203,561,1381,545
7977,234,582,1447,509
7978,379,401,1225,634
7979,520,389,1249,632
7980,46,450,1468,592
7981,565,445,1328,510
7982,625,441,1318,638
7983,241,415,1176,654
7984,589,431,1003,700
7985,597,390,1449,633
7986,649,364,1355,583
7987,310,561,1067,623
7988,507,519,1409,599
7989,108,583,1319,734
7990,112,657,1180,544
7991,704,455,1451,736
7992,411,587,1393,743
7993,967,465,1126,549
7994,604,486,1264,639
7995,815,435,1212,646
7996,903,462,1474,647
7997,593,498,1216,511
7998,970,506,1473,632
7999,363,529,1229,537
8000,809,348,1352,565
8001,50,446,1000,638
8002,75,424,1001,623
8003,675,477,1000,706
8004,883,366,1002,612
8005,940,535,1001,507
8006,277,544,1002,662
8007,216,444,1002,573
8008,204,481,1002,520
8009,923,574,1000,625
8010,872,539,1000,700
8011,540,498,1002,529
8012,731,454,1002,552
8013,903,495,1004,554
8014,505,550,1000,523
8015,204,346,1010,666
8016,6,554,1005,538
8017,694,297,1008,619
8018,93,466,1016,658
8019,588,545,1004,738
8020,791,384,1004,691
8021,202,468,1004,673
8022,99,498,1004,528
8023,924,535,1000,719
8024,489,387,1013,594
8025,12,553,1012,602
8026,107,481,1021,640
8027,355,404,1017,576
8028,575,491,1005,578
8029,583,477,1012,637
8030,510,539,1024,712
8031,258,485,1014,695
8032,908,488,1012,588
8033,118,636,1030,722
8034,804,500,1000,672
8035,623,619,1014,663
8036,694,391,1032,657
8037,598,323,1013,702
8038,381,459,1000,658
8039,784,592,1021,640
8040,108,400,1010,549
8041,375,461,1040,636
8042,973,456,1026,649
8043,389,461,1015,622
8044,38,531,1018,576
8045,189,514,1037,594
8046,879,461,1035,578
8047,104,546,1038,623
8048,190,490,1020,692
8049,482,553,1041,711
8050,885,442,1004,620
8051,150,547,1038,614
8052,863,492,1038,711
8053,380,550,1017,614
8054,375,465,1009,661
8055,471,721,1035,577
8056,989,412,1011,596
8057,793,630,1054,564
8058,442,551,1022,734
8059,17,431,1033,722
8060,687,554,1024,733
8061,654,538,1025,659
8062,964,489,1050,563
8063,329,554,1010,599
8064,435,530,1050,677
8065,449,622,1040,668
8066,495,471,1049,611
8067,415,591,1034,643
8068,168,409,1038,580
8069,825,455,1054,578
8070,532,314,1036,647
8071,664,482,1007,746
8072,43,396,1030,601
8073,261,490,1006,632
8074,160,519,1013,711
8075,364,516,1069,675
8076,355,563,1038,643
8077,476,564,1050,688
8078,355,554,1005,699
8079,284,499,1074,700
8080,102,534,1008,627
8081,525,516,1023,624
8082,246,472,1014,688
8083,599,472,1082,594
8084,999,559,1037,604
8085,267,424,1030,618
8086,442,424,1079,704
8087,411,475,1075,626
8088,321,507,1046,680
8089,227,519,1009,693
8090,140,490,1058,624
8091,36,609,1071,626
8092,805,430,1017,686
8093,701,437,1057,709
8094,103,577,1069,687
8095,203,525,1044,657
8096,990,578,1026,683
8097,314,402,1068,619
8098,737,519,1070,645
8099,336,470,1035,611
8100,810,557,1086,649
8101,146,581,1065,691
8102,462,557,1069,614
8103,109,455,1089,631
8104,922,617,1044,714
8105,983,558,1042,683
8106,273,499,1007,655
8107,565,441,1062,653
8108,282,496,1106,748
8109,183,466,1014,623
8110,884,453,1013,651
8111,155,427,1008,665
8112,719,494,1000,745
8113,176,569,1108,647
8114,157,419,1086,676
8115,216,654,1086,734
8116,803,490,1054,685
8117,607,421,1085,734
8118,543,350,1023,652
8119,569,380,1059,627
8120,156,482,1114,657
8121,719,444,1044,698
8122,144,315,1004,703
8123,85,623,1109,709
8124,448,468,1043,688
8125,631,457,1082,722
8126,604,378,1018,732
8127,351,470,1003,646
8128,701,531,1077,645
8129,804,580,1078,741
8130,456,511,1031,635
8131,759,340,1052,639
8132,228,391,1036,729
8133,126,467,1068,635
8134,740,562,1079,656
8135,685,465,1013,661
8136,464,479,1116,640
8137,742,659,1095,677
8138,681,412,1005,656
8139,726,459,1080,725
8140,184,585,1023,732
8141,945,496,1048,736
8142,950,384,1010,697
8143,303,509,1093,732
8144,122,503,1054,669
8145,202,517,1038,720
8146,579,462,1067,703
8147,351,401,1140,681
8148,822,506,1075,750
8149,672,610,1091,659
8150,919,499,1087,652
8151,201,525,1136,673
8152,582,579,1113,686
8153,347,540,1046,730
8154,103,473,1085,678
8155,230,353,1092,715
8156,778,445,1029,692
8157,331,582,1117,667
8158,372,544,1124,701
8159,319,517,1041,704
8160,433,603,1031,707
8161,583,501,1151,673
8162,270,402,1095,678
8163,669,379,1132,734
8164,874,462,1136,720
8165,906,417,1018,692
8166,155,479,1047,684
8167,71,493,1165,668
8168,472,474,1074,735
8169,853,370,1048,747
8170,698,493,1018,670
8171,296,576,1152,716
8172,995,544,1015,704
8173,706,460,1144,686
8174,20,537,1022,684
8175,856,662,1046,681
8176,832,508,1134,742
8177,664,543,1134,738
8178,937,549,1065,701
8179,63,561,1142,740
8180,416,467,1055,748
8181,916,534,1142,689
8182,319,427,1052,724
8183,921,475,1142,687
8184,498,536,1042,691
8185,299,635,1086,702
8186,910,642,1146,701
8187,135,485,1181,708
8188,520,665,1095,748
8189,886,505,1103,698
8190,109,584,1174,719
8191,215,519,1023,709
8192,258,526,1183,732
8193,888,543,1086,720
8194,91,410,1114,727
8195,423,431,1134,708
8196,45,432,1130,715
8197,982,510,1052,740
8198,356,403,1124,732
8199,106,553,1096,739
8200,356,456,1098,721
8201,301,517,1197,737
8202,245,390,1149,718
8203,765,556,1114,716
8204,280,563,1132,745
8205,61,455,1136,746
8206,238,476,1204,741
8207,87,447,1099,712
8208,394,601,1194,721
8209,39,602,1034,716
8210,844,506,1158,712
8211,12,504,1037,743
8212,874,394,1075,735
8213,886,400,1139,717
8214,758,474,1022,725
8215,866,606,1022,738
8216,265,463,1068,748
8217,565,293,1104,719
8218,494,444,1033,731
8219,513,492,1206,744
8220,151,614,1198,740
8221,52,615,1066,735
8222,139,577,1196,736
8223,444,533,1025,730
8224,159,446,1073,731
8225,780,470,1032,743
8226,979,440,1106,728
8227,770,394,1148,740
8228,115,443,1200,750
8229,241,606,1015,734
8230,727,352,1094,740
8231,83,534,1091,745
8232,905,516,1106,749
8233,564,508,1077,745
8234,768,387,1045,742
8235,247,360,1080,749
8236,536,519,1004,743
8237,857,481,1147,743
8238,374,537,1136,746
8239,279,511,1015,743
8240,219,495,1024,750
8241,596,436,1156,741
8242,81,451,1013,745
8243,601,409,1096,743
8244,784,674,1217,748
8245,377,451,1151,750
8246,526,411,1162,746
8247,126,442,1087,747
8248,609,612,1057,750
8249,874,410,1108,749
8250,858,370,1107,30
8251,833,468,1009,30
8252,327,635,1075,531
8253,976,493,1058,359
8254,475,532,1220,60
8255,694,579,1148,691
8256,994,364,1159,600
8257,645,499,1191,572
8258,241,521,1233,464
8259,117,347,1168,250
8260,40,482,1163,213
8261,239,399,1092,104
8262,527,486,1187,94
8263,305,529,1188,29
8264,315,514,1218,372
8265,670,622,1025,278
8266,401,476,1055,158
8267,305,393,1141,649
8268,747,457,1085,76
8269,31,480,1204,152
8270,19,489,1232,421
8271,834,379,1086,222
8272,669,535,1088,166
8273,25,514,1103,718
8274,820,516,1010,98
8275,369,696,1015,268
8276,651,502,1023,54
8277,840,541,1172,184
8278,446,474,1247,67
8279,413,527,1263,30
8280,765,615,1145,72
8281,882,477,1126,143
8282,371,547,1148,596
8283,272,436,1104,427
8284,564,392,1204,134
8285,161,396,1045,63
8286,146,497,1279,367
8287,170,623,1064,88
8288,712,632,1167,698
8289,945,562,1090,608
8290,786,474,1108,344
8291,43,548,1290,492
8292,92,343,1141,311
8293,735,408,1113,301
8294,272,508,1150,84
8295,875,576,1064,674
8296,461,483,1080,247
8297,511,405,1288,548
8298,381,446,1256,692
8299,33,512,1032,695
8300,193,596,1147,137
8301,709,457,1045,291
8302,27,577,1042,324
8303,632,453,1233,517
8304,393,616,1065,198
8305,311,633,1093,485
8306,108,382,1082,685
8307,630,548,1083,422
8308,764,570,1167,381
8309,38,554,1302,305
8310,385,487,1241,140
8311,986,483,1297,519
8312,878,516,1094,469
8313,609,483,1169,219
8314,305,423,1151,111
8315,923,489,1277,85
8316,168,441,1104,400
8317,690,506,1128,550
8318,761,482,1165,405
8319,82,544,1276,364
8320,810,510,1056,209
8321,220,700,1061,593
8322,728,554,1232,633
8323,71,514,1225,600
8324,855,573,1003,412
8325,473,442,1259,162
8326,369,542,1174,390
8327,750,442,1095,184
8328,423,486,1326,234
8329,410,608,1188,409
8330,715,621,1240,139
8331,383,456,1037,534
8332,502,567,1163,514
8333,549,410,1294,235
8334,221,602,1129,432
8335,644,371,1020,525
8336,914,444,1295,310
8337,861,474,1068,684
8338,588,424,1282,640
8339,368,560,1025,448
8340,315,525,1000,413
8341,956,411,1151,265
8342,11,549,1115,590
8343,820,455,1035,542
8344,656,604,1268,400
8345,132,466,1250,587
8346,630,369,1260,464
8347,244,459,1294,326
8348,417,470,1250,369
8349,696,537,1314,699
8350,338,502,1196,611
8351,376,475,1172,414
8352,46,432,1242,690
8353,335,545,1058,146
8354,236,384,1352,704
8355,678,569,1354,718
8356,472,497,1216,749
8357,217,358,1284,722
8358,999,536,1141,419
8359,33,559,1007,685
8360,260,532,1134,294
8361,932,510,1237,559
8362,93,582,1096,172
8363,745,469,1086,173
8364,960,484,1245,542
8365,337,326,1124,665
8366,329,406,1350,541
8367,791,524,1031,342
8368,467,616,1034,483
8369,876,462,1356,253
8370,483,521,1099,516
8371,372,495,1041,662
8372,768,423,1113,330
8373,954,533,1200,735
8374,802,556,1317,255
8375,36,482,1350,457
8376,266,611,1366,283
8377,520,326,1141,177
8378,50,533,1269,731
8379,765,523,1232,618
8380,992,557,1162,572
8381,79,448,1227,500
8382,367,416,1276,240
8383,724,452,1197,509
8384,402,508,1002,241
8385,987,511,1334,451
8386,640,472,1201,612
8387,568,482,1070,329
8388,131,396,1241,560
8389,27,684,1235,213
8390,251,443,1357,157
8391,525,425,1206,366
8392,33,534,1325,682
8393,945,446,1239,380
8394,55,525,1182,576
8395,778,527,1285,367
8396,62,394,1181,641
8397,830,487,1273,295
8398,187,448,1197,725
8399,52,670,1162,466
8400,84,669,1302,345
8401,984,501,1053,203
8402,816,626,1308,432
8403,638,452,1232,241
8404,474,477,1254,619
8405,179,521,1044,548
8406,304,459,1143,647
8407,565,511,1120,194
8408,482,684,1301,265
8409,23,516,1331,287
8410,292,538,1177,189
8411,41,320,1238,442
8412,656,547,1299,478
8413,477,510,1030,696
8414,140,475,1093,400
8415,756,591,1126,449
8416,297,474,1085,409
8417,452,469,1189,492
8418,781,569,1097,558
8419,185,545,1265,331
8420,816,420,1286,389
8421,800,408,1067,317
8422,507,630,1329,628
8423,522,471,1239,303
8424,81,512,1404,548
8425,941,482,1066,562
8426,404,541,1306,613
8427,487,505,1192,188
8428,322,469,1100,264
8429,852,538,1278,607
8430,183,532,1051,306
8431,831,493,1383,549
8432,933,430,1243,412
8433,110,560,1304,183
8434,896,470,1282,712
8435,1000,453,1164,290
8436,544,522,1416,385
8437,219,547,1073,676
8438,643,563,1161,578
8439,79,498,1020,379
8440,88,503,1439,463
8441,510,427,1072,442
8442,651,461,1301,701
8443,858,388,1202,283
8444,185,435,1293,687
8445,485,572,1196,391
8446,315,590,1081,222
8447,548,410,1426,583
8448,45,483,1153,716
8449,587,537,1229,602
8450,614,408,1116,626
8451,479,563,1065,223
8452,293,537,1129,558
8453,42,592,1026,306
8454,74,491,1160,459
8455,862,557,1156,724
8456,545,455,1404,377
8457,590,402,1161,744
8458,873,396,1457,212
8459,550,554,1150,344
8460,326,476,1237,364
8461,639,549,1232,650
8462,952,522,1387,521
8463,559,511,1286,286
8464,906,560,1447,387
8465,606,459,1069,465
8466,39,523,1025,331
8467,28,315,1268,234
8468,962,441,1360,600
8469,10,381,1444,223
8470,279,453,1422,489
8471,158,524,1008,584
8472,526,583,1124,738
8473,160,571,1225,358
8474,777,509,1100,498
8475,684,294,1359,304
8476,551,620,1154,400
8477,128,502,1225,254
8478,742,609,1079,596
8479,354,525,1151,555
8480,572,543,1260,659
8481,80,577,1109,417
8482,61,386,1355,720
8483,925,526,1227,420
8484,357,531,1320,709
8485,908,509,1363,287
8486,71,512,1398,381
8487,225,515,1301,518
8488,142,422,1459,728
8489,561,500,1397,565
8490,37,460,1107,404
8491,902,541,1444,511
8492,35,535,1175,622
8493,430,428,1174,688
8494,326,600,1110,350
8495,561,391,1014,685
8496,451,493,1162,642
8497,622,585,1358,431
8498,549,518,1446,553
8499,168,481,1031,459
8500,959,520,1028,432
8501,996,523,1000,301
8502,19,396,1000,597
8503,715,622,1001,263
8504,796,509,1000,674
8505,396,584,1001,476
8506,713,324,1000,502
8507,377,488,1001,525
8508,348,607,1004,262
8509,575,601,1003,403
8510,533,520,1009,470
8511,595,536,1010,542
8512,372,371,1003,306
8513,953,541,1003,516
8514,114,524,1011,658
8515,787,588,1013,564
8516,327,507,1002,619
8517,482,495,1014,679
8518,556,356,1017,610
8519,677,420,1010,503
8520,192,540,1000,472
8521,583,590,1010,530
8522,481,535,1003,308
8523,560,553,1020,492
8524,350,341,1005,550
8525,320,497,1024,530
8526,526,572,1016,497
8527,161,491,1009,717
8528,663,457,1008,494
8529,737,558,1011,527
8530,941,527,1029,367
8531,133,350,1002,481
8532,626,508,1016,523
8533,533,517,1016,638
8534,275,458,1030,646
8535,670,432,1018,478
8536,602,521,1012,644
8537,79,458,1017,545
8538,189,528,1001,349
8539,136,494,1012,615
8540,478,560,1014,673
8541,115,410,1036,449
8542,380,484,1018,484
8543,93,383,1031,365
8544,725,526,1010,322
8545,312,410,1000,409
8546,185,364,1005,364
8547,638,532,1020,327
8548,784,447,1022,424
8549,309,618,1002,577
8550,919,459,1026,517
8551,470,587,1032,702
8552,886,536,1036,319
8553,755,532,1002,420
8554,216,577,1045,661
8555,707,377,1053,686
8556,906,527,1055,393
8557,346,526,1044,744
8558,611,459,1048,365
8559,49,475,1052,579
8560,620,421,1005,744
8561,835,518,1059,556
8562,427,495,1038,663
8563,546,523,1056,482
8564,782,526,1031,446
8565,548,515,1063,502
8566,569,345,1055,320
8567,872,434,1023,712
8568,758,464,1027,414
8569,941,503,1024,535
8570,161,601,1023,608
8571,704,708,1013,322
8572,79,548,1044,747
8573,370,416,1020,535
8574,133,361,1066,727
8575,553,457,1008,716
8576,155,433,1074,329
8577,345,487,1066,330
8578,712,452,1049,516
8579,123,559,1077,501
8580,567,449,1075,429
8581,175,382,1019,639
8582,508,524,1005,684
8583,93,452,1073,748
8584,818,472,1005,569
8585,117,562,1060,452
8586,339,489,1081,370
8587,14,479,1011,383
8588,136,545,1075,541
8589,834,559,1027,623
8590,174,445,1054,340
8591,883,515,1064,619
8592,971,472,1024,439
8593,226,482,1080,724
8594,635,447,1040,459
8595,830,577,1080,366
8596,98,404,1002,421
8597,449,448,1023,703
8598,296,448,1083,446
8599,270,527,1086,586
8600,830,390,1073,365
8601,279,487,1083,534
8602,599,420,1064,683
8603,828,459,1014,652
8604,704,518,1096,622
8605,773,456,1067,501
8606,615,465,1010,567
8607,305,412,1102,441
8608,142,397,1064,374
8609,581,465,1091,503
8610,10,538,1066,647
8611,978,346,1005,575
8612,18,338,1081,661
8613,145,646,1107,687
8614,518,487,1049,374
8615,562,418,1095,676
8616,755,378,1107,514
8617,455,475,1088,566
8618,953,422,1071,647
8619,224,491,1114,669
8620,574,390,1013,444
8621,999,466,1102,489
8622,287,452,1107,638
8623,158,360,1039,701
8624,770,498,1024,693
8625,25,441,1005,500
8626,591,562,1085,717
8627,350,460,1060,377
8628,459,557,1014,608
8629,275,403,1118,731
8630,734,544,1020,397
8631,339,604,1001,712
8632,41,516,1029,478
8633,888,512,1074,390
8634,529,431,1109,605
8635,957,562,1075,555
8636,755,415,1129,405
8637,279,573,1045,556
8638,696,525,1118,540
8639,284,456,1005,515
8640,87,587,1116,478
8641,380,566,1003,391
8642,373,382,1061,649
8643,297,569,1007,625
8644,471,516,1065,694
8645,837,471,1066,468
8646,120,584,1008,404
8647,978,443,1014,426
8648,663,632,1124,737
8649,372,498,1073,431
8650,330,607,1052,456
8651,982,443,1117,561
8652,409,381,1079,568
8653,784,422,1147,713
8654,699,517,1076,658
8655,309,436,1153,627
8656,564,501,1018,732
8657,781,531,1019,479
8658,946,460,1093,451
8659,806,547,1101,510
8660,585,479,1125,737
8661,109,522,1118,583
8662,296,439,1133,438
8663,751,458,1044,475
8664,418,457,1121,483
8665,254,522,1008,614
8666,322,442,1086,503
8667,198,439,1105,521
8668,161,524,1059,588
8669,340,613,1109,737
8670,615,461,1120,485
8671,267,481,1015,735
8672,520,338,1095,442
8673,694,519,1037,703
8674,427,524,1060,447
8675,45,421,1114,557
8676,1000,498,1055,674
8677,963,375,1009,551
8678,850,533,1117,612
8679,315,607,1010,592
8680,979,430,1124,602
8681,595,478,1076,543
8682,326,499,1164,454
8683,910,539,1076,694
8684,293,573,1083,690
8685,954,426,1089,518
8686,281,424,1168,683
8687,76,535,1147,500
8688,733,401,1144,501
8689,347,589,1004,636
8690,451,657,1029,595
8691,873,520,1179,565
8692,900,380,1043,648
8693,734,509,1186,670
8694,47,615,1131,661
8695,296,460,1113,619
8696,192,706,1171,683
8697,988,430,1175,458
8698,236,634,1006,641
8699,520,563,1079,705
8700,311,544,1005,489
8701,125,541,1188,682
8702,549,494,1154,688
8703,359,454,1032,631
8704,564,572,1117,732
8705,62,518,1141,645
8706,732,526,1075,473
8707,828,523,1067,631
8708,406,589,1072,746
8709,105,409,1139,473
8710,238,448,1035,574
8711,474,471,1137,496
8712,139,661,1105,485
8713,543,553,1127,503
8714,46,411,1024,557
8715,938,565,1089,476
8716,397,560,1051,483
8717,447,391,1128,678
8718,723,362,1039,552
8719,113,388,1020,674
8720,73,457,1059,487
8721,10,552,1201,574
8722,689,449,1038,735
8723,91,561,1096,568
8724,646,382,1048,664
8725,541,505,1034,637
8726,455,466,1074,720
8727,61,489,1043,740
8728,446,582,1198,495
8729,521,546,1058,631
8730,202,639,1079,661
8731,212,643,1229,749
8732,234,495,1149,593
8733,987,538,1199,711
8734,438,392,1206,649
8735,727,458,1025,673
8736,647,554,1152,539
8737,863,544,1072,624
8738,638,635,1094,585
8739,910,596,1046,709
8740,466,606,1000,521
8741,750,625,1169,521
8742,697,325,1229,675
8743,580,523,1125,503
8744,350,484,1130,622
8745,140,488,1061,576
8746,760,512,1056,525
8747,886,524,1097,582
8748,714,444,1193,717
8749,962,480,1071,513
8750,480,405,1073,569
8751,847,347,1053,725
8752,633,462,1079,569
8753,867,455,1100,556
8754,50,634,1137,551
8755,12,525,1150,533
8756,257,579,1210,540
8757,683,581,1025,638
8758,408,621,1130,578
8759,845,399,1247,605
8760,17,500,1224,544
8761,34,591,1170,719
8762,869,456,1144,549
8763,580,392,1046,569
8764,26,535,1088,580
8765,184,491,1236,687
8766,50,423,1007,521
8767,587,442,1112,670
8768,465,580,1199,568
8769,816,650,1211,534
8770,380,401,1188,565
8771,477,461,1031,675
8772,424,485,1255,584
8773,570,569,1042,548
8774,650,689,1064,743
8775,528,475,1094,609
8776,616,362,1183,542
8777,875,432,1185,647
8778,66,476,1092,609
8779,289,565,1194,716
8780,617,470,1127,582
8781,808,547,1000,641
8782,967,611,1173,606
8783,590,524,1091,671
8784,806,536,1157,674
8785,447,451,1275,661
8786,956,287,1223,642
8787,588,423,1138,611
8788,973,466,1090,589
8789,486,532,1015,659
8790,464,548,1181,677
8791,838,521,1236,671
8792,644,486,1094,578
8793,654,586,1275,660
8794,890,462,1123,711
8795,906,498,1030,573
8796,538,493,1214,603
8797,850,499,1046,616
8798,311,471,1269,746
8799,438,415,1079,582
8800,189,494,1177,700
8801,733,546,1091,648
8802,439,454,1158,669
8803,154,537,1001,711
8804,733,544,1024,663
8805,957,503,1281,708
8806,921,532,1257,723
8807,783,514,1150,641
8808,10,651,1278,589
8809,121,582,1101,609
8810,309,471,1027,633
8811,475,455,1090,697
8812,664,480,1063,635
8813,998,457,1166,636
8814,9,619,1208,569
8815,901,271,1204,587
8816,661,521,1072,579
8817,594,453,1213,628
8818,345,398,1272,677
8819,809,516,1082,608
8820,708,464,1111,652
8821,103,425,1071,642
8822,368,495,1199,646
8823,541,570,1162,728
8824,366,546,1253,699
8825,889,453,1179,712
8826,465,612,1083,665
8827,652,605,1108,581
8828,298,402,1052,594
8829,210,484,1136,586
8830,867,542,1282,750
8831,548,525,1260,738
8832,934,453,1145,685
8833,517,455,1091,593
8834,139,617,1013,592
8835,775,520,1138,693
8836,50,578,1312,733
8837,805,466,1143,744
8838,364,364,1027,677
8839,424,511,1284,616
8840,201,453,1095,614
8841,693,556,1090,594
8842,240,460,1247,713
8843,902,429,1305,666
8844,652,432,1307,732
8845,591,524,1064,707
8846,533,567,1045,656
8847,191,415,1307,602
8848,534,508,1032,715
8849,585,554,1026,728
8850,391,570,1063,743
8851,604,412,1292,690
8852,172,476,1143,740
8853,424,453,1160,603
8854,805,497,1353,692
8855,939,526,1202,747
8856,175,662,1279,645
8857,316,672,1008,620
8858,129,594,1004,730
8859,911,671,1033,748
8860,701,390,1072,644
8861,58,456,1134,743
8862,912,541,1357,659
8863,689,475,1230,681
8864,464,491,1024,693
8865,416,522,1161,733
8866,501,491,1180,664
8867,394,527,1132,637
8868,479,590,1042,628
8869,539,451,1161,708
8870,747,654,1367,643
8871,448,457,1334,732
8872,226,465,1337,708
8873,665,455,1257,745
8874,937,373,1092,693
8875,726,372,1140,694
8876,926,544,1363,746
8877,291,546,1074,639
8878,517,415,1049,720
8879,588,642,1326,637
8880,861,379,1206,729
8881,512,515,1160,676
8882,488,354,1357,654
8883,973,604,1324,689
8884,236,556,1180,652
8885,232,487,1086,672
8886,411,519,1069,742
8887,925,628,1227,711
8888,912,486,1040,660
8889,520,510,1281,710
8890,792,482,1243,742
8891,114,362,1316,649
8892,431,486,1147,652
8893,469,456,1079,691
8894,258,503,1214,690
8895,122,540,1315,686
8896,160,453,1038,694
8897,521,509,1069,722
8898,348,647,1248,715
8899,557,393,1162,729
8900,61,520,1080,653
8901,400,497,1077,705
8902,889,579,1306,714
8903,312,595,1075,658
8904,518,561,1134,655
8905,432,527,1359,709
8906,967,531,1376,713
8907,641,458,1164,680
8908,933,441,1113,673
8909,288,446,1152,743
8910,185,456,1291,732
8911,47,565,1190,723
8912,267,626,1014,743
8913,906,509,1038,717
8914,475,453,1243,736
8915,384,469,1362,719
8916,549,554,1395,742
8917,610,547,1354,689
8918,32,480,1020,680
8919,971,581,1274,676
8920,417,473,1084,725
8921,285,507,1367,714
8922,30,351,1264,696
8923,983,432,1363,736
8924,146,466,1065,679
8925,771,523,1138,679
8926,654,506,1240,717
8927,835,546,1262,715
8928,228,533,1206,720
8929,522,620,1017,707
8930,653,536,1142,739
8931,815,551,1429,739
8932,521,477,1322,709
8933,978,381,1309,704
8934,40,465,1188,717
8935,735,502,1352,736
8936,177,512,1051,742
8937,23,436,1139,735
8938,801,643,1012,708
8939,949,576,1142,735
8940,26,448,1102,701
8941,354,630,1004,738
8942,454,524,1269,744
8943,708,573,1362,700
8944,905,526,1321,714
8945,611,491,1129,725
8946,110,535,1311,709
8947,414,498,1384,725
8948,410,409,1390,715
8949,598,433,1435,748
8950,232,528,1357,739
8951,54,304,1054,738
8952,931,575,1428,708
8953,29,467,1350,729
8954,627,557,1001,722
8955,736,533,1271,745
8956,410,586,1098,713
8957,767,536,1206,725
8958,358,429,1340,741
8959,24,495,1045,741
8960,161,478,1137,723
8961,700,461,1280,714
8962,144,438,1272,714
8963,493,438,1007,750
8964,262,459,1276,723
8965,992,579,1198,745
8966,518,486,1397,727
8967,743,447,1164,749
8968,494,398,1315,726
8969,668,530,1007,721
8970,480,461,1364,734
8971,896,417,1146,734
8972,523,441,1069,749
8973,190,534,1020,729
8974,630,593,1126,740
8975,507,353,1336,741
8976,39,535,1171,734
8977,913,439,1466,738
8978,805,379,1454,748
8979,639,614,1405,739
8980,883,573,1143,741
8981,102,468,1120,734
8982,53,352,1465,747
8983,824,456,1275,740
8984,741,516,1275,746
8985,493,418,1161,749
8986,360,507,1137,749
8987,539,482,1295,738
8988,870,438,1446,745
8989,203,481,1415,746
8990,960,592,1283,741
8991,831,473,1232,749
8992,454,392,1377,742
8993,189,509,1258,743
8994,158,457,1303,748
8995,705,374,1318,745
8996,602,509,1227,747
8997,321,563,1490,747
8998,590,659,1428,748
8999,968,496,1484,749
9000,730,592,1176,527
9001,606,550,1000,224
9002,529,494,1000,276
9003,247,451,1001,530
9004,8,387,1003,28
9005,17,420,1004,409
9006,354,569,1002,452
9007,40,440,1000,40
9008,882,544,1001,390
9009,915,456,1004,344
9010,598,400,1000,542
9011,778,547,1004,32
9012,168,444,1010,38
9013,49,401,1000,136
9014,21,404,1005,704
9015,32,546,1012,495
9016,85,420,1001,171
9017,682,432,1014,410
9018,44,525,1014,434
9019,214,561,1017,542
9020,690,563,1004,666
9021,488,599,1001,544
9022,453,490,1019,110
9023,329,644,1017,499
9024,562,582,1023,265
9025,468,403,1013,639
9026,741,549,1021,187
9027,620,517,1007,698
9028,275,404,1011,717
9029,292,465,1020,403
9030,609,409,1011,209
9031,197,491,1022,280
9032,135,480,1024,565
9033,153,397,1025,84
9034,124,359,1004,263
9035,114,488,1020,359
9036,893,440,1032,176
9037,422,473,1023,74
9038,800,399,1036,425
9039,666,490,1035,315
9040,686,509,1031,471
9041,163,471,1026,595
